"Date","waterLevel","watershed","DDate","week","wday","year"
2019-10-02,0.2376875,"Mbogiti(T)",2019-10-02,40,3,2019
2019-10-03,0.2895625,"Mbogiti(T)",2019-10-03,40,4,2019
2019-10-04,0.263395833333333,"Mbogiti(T)",2019-10-04,40,5,2019
2019-10-05,0.260166666666667,"Mbogiti(T)",2019-10-05,40,6,2019
2019-10-06,0.269104166666667,"Mbogiti(T)",2019-10-06,40,0,2019
2019-10-07,0.291375,"Mbogiti(T)",2019-10-07,41,1,2019
2019-10-08,0.264229166666667,"Mbogiti(T)",2019-10-08,41,2,2019
2019-10-09,0.283333333333333,"Mbogiti(T)",2019-10-09,41,3,2019
2019-10-10,0.314208333333333,"Mbogiti(T)",2019-10-10,41,4,2019
2019-10-11,0.338770833333333,"Mbogiti(T)",2019-10-11,41,5,2019
2019-10-12,0.331666666666667,"Mbogiti(T)",2019-10-12,41,6,2019
2019-10-13,0.309333333333333,"Mbogiti(T)",2019-10-13,41,0,2019
2019-10-14,0.316125,"Mbogiti(T)",2019-10-14,42,1,2019
2019-10-15,0.304895833333333,"Mbogiti(T)",2019-10-15,42,2,2019
2019-10-16,0.346875,"Mbogiti(T)",2019-10-16,42,3,2019
2019-10-17,0.365875,"Mbogiti(T)",2019-10-17,42,4,2019
2019-10-18,0.396375,"Mbogiti(T)",2019-10-18,42,5,2019
2019-10-19,0.432604166666667,"Mbogiti(T)",2019-10-19,42,6,2019
2019-10-20,0.40775,"Mbogiti(T)",2019-10-20,42,0,2019
2019-10-21,0.400083333333333,"Mbogiti(T)",2019-10-21,43,1,2019
2019-10-22,0.398291666666667,"Mbogiti(T)",2019-10-22,43,2,2019
2019-10-23,0.414958333333333,"Mbogiti(T)",2019-10-23,43,3,2019
2019-10-24,0.4279375,"Mbogiti(T)",2019-10-24,43,4,2019
2019-10-25,0.407041666666667,"Mbogiti(T)",2019-10-25,43,5,2019
2019-10-26,0.423166666666667,"Mbogiti(T)",2019-10-26,43,6,2019
2019-10-27,0.419854166666667,"Mbogiti(T)",2019-10-27,43,0,2019
2019-10-28,0.424229166666667,"Mbogiti(T)",2019-10-28,44,1,2019
2019-10-29,0.425541666666667,"Mbogiti(T)",2019-10-29,44,2,2019
2019-10-30,0.445958333333333,"Mbogiti(T)",2019-10-30,44,3,2019
2019-10-31,0.427458333333333,"Mbogiti(T)",2019-10-31,44,4,2019
2019-11-01,0.45,"Mbogiti(T)",2019-11-01,44,5,2019
2019-11-02,0.4355625,"Mbogiti(T)",2019-11-02,44,6,2019
2019-11-03,0.440104166666667,"Mbogiti(T)",2019-11-03,44,0,2019
2019-11-04,0.463854166666667,"Mbogiti(T)",2019-11-04,45,1,2019
2019-11-05,0.442083333333333,"Mbogiti(T)",2019-11-05,45,2,2019
2019-11-06,0.4416875,"Mbogiti(T)",2019-11-06,45,3,2019
2019-11-07,0.442416666666667,"Mbogiti(T)",2019-11-07,45,4,2019
2019-11-08,0.443208333333333,"Mbogiti(T)",2019-11-08,45,5,2019
2019-11-09,0.444833333333333,"Mbogiti(T)",2019-11-09,45,6,2019
2019-11-10,0.447416666666667,"Mbogiti(T)",2019-11-10,45,0,2019
2019-11-11,0.450479166666667,"Mbogiti(T)",2019-11-11,46,1,2019
2019-11-12,0.452770833333333,"Mbogiti(T)",2019-11-12,46,2,2019
2019-11-13,0.456729166666667,"Mbogiti(T)",2019-11-13,46,3,2019
2019-11-14,0.448833333333333,"Mbogiti(T)",2019-11-14,46,4,2019
2019-11-15,0.4436875,"Mbogiti(T)",2019-11-15,46,5,2019
2019-11-16,0.435645833333333,"Mbogiti(T)",2019-11-16,46,6,2019
2019-11-17,0.432083333333333,"Mbogiti(T)",2019-11-17,46,0,2019
2019-11-18,0.428604166666667,"Mbogiti(T)",2019-11-18,47,1,2019
2019-11-19,0.424145833333333,"Mbogiti(T)",2019-11-19,47,2,2019
2019-11-20,0.445020833333333,"Mbogiti(T)",2019-11-20,47,3,2019
2019-11-21,0.4336875,"Mbogiti(T)",2019-11-21,47,4,2019
2019-11-22,0.495395833333333,"Mbogiti(T)",2019-11-22,47,5,2019
2019-11-23,0.493,"Mbogiti(T)",2019-11-23,47,6,2019
2019-11-24,0.4631875,"Mbogiti(T)",2019-11-24,47,0,2019
2019-11-25,0.476875,"Mbogiti(T)",2019-11-25,48,1,2019
2019-11-26,0.484666666666667,"Mbogiti(T)",2019-11-26,48,2,2019
2019-11-27,0.4799375,"Mbogiti(T)",2019-11-27,48,3,2019
2019-11-28,0.502520833333333,"Mbogiti(T)",2019-11-28,48,4,2019
2019-11-29,0.554583333333333,"Mbogiti(T)",2019-11-29,48,5,2019
2019-11-30,0.533020833333333,"Mbogiti(T)",2019-11-30,48,6,2019
2019-12-01,0.572854166666667,"Mbogiti(T)",2019-12-01,48,0,2019
2019-12-02,0.579645833333333,"Mbogiti(T)",2019-12-02,49,1,2019
2019-12-03,0.6293125,"Mbogiti(T)",2019-12-03,49,2,2019
2019-12-04,0.673729166666667,"Mbogiti(T)",2019-12-04,49,3,2019
2019-12-05,0.715,"Mbogiti(T)",2019-12-05,49,4,2019
2019-12-06,0.729604166666667,"Mbogiti(T)",2019-12-06,49,5,2019
2019-12-07,0.685791666666667,"Mbogiti(T)",2019-12-07,49,6,2019
2019-12-08,0.654520833333333,"Mbogiti(T)",2019-12-08,49,0,2019
2019-12-09,0.612416666666667,"Mbogiti(T)",2019-12-09,50,1,2019
2019-12-10,0.617958333333333,"Mbogiti(T)",2019-12-10,50,2,2019
2019-12-11,0.554729166666667,"Mbogiti(T)",2019-12-11,50,3,2019
2019-12-12,0.551604166666667,"Mbogiti(T)",2019-12-12,50,4,2019
2019-12-13,0.551979166666667,"Mbogiti(T)",2019-12-13,50,5,2019
2019-12-14,0.554583333333333,"Mbogiti(T)",2019-12-14,50,6,2019
2019-12-15,0.535375,"Mbogiti(T)",2019-12-15,50,0,2019
2019-12-16,0.518416666666667,"Mbogiti(T)",2019-12-16,51,1,2019
2019-12-17,0.503583333333333,"Mbogiti(T)",2019-12-17,51,2,2019
2019-12-18,0.498958333333333,"Mbogiti(T)",2019-12-18,51,3,2019
2019-12-19,0.473416666666667,"Mbogiti(T)",2019-12-19,51,4,2019
2019-12-20,0.462416666666667,"Mbogiti(T)",2019-12-20,51,5,2019
2019-12-21,0.464708333333333,"Mbogiti(T)",2019-12-21,51,6,2019
2019-12-22,0.463041666666667,"Mbogiti(T)",2019-12-22,51,0,2019
2019-12-23,0.469020833333333,"Mbogiti(T)",2019-12-23,52,1,2019
2019-12-24,0.450583333333333,"Mbogiti(T)",2019-12-24,52,2,2019
2019-12-25,0.442208333333333,"Mbogiti(T)",2019-12-25,52,3,2019
2019-12-26,0.473354166666667,"Mbogiti(T)",2019-12-26,52,4,2019
2019-12-27,0.472083333333333,"Mbogiti(T)",2019-12-27,52,5,2019
2019-12-28,0.4861875,"Mbogiti(T)",2019-12-28,52,6,2019
2019-12-29,0.494458333333333,"Mbogiti(T)",2019-12-29,52,0,2019
2019-12-30,0.521041666666667,"Mbogiti(T)",2019-12-30,1,1,2019
2019-12-31,0.526020833333333,"Mbogiti(T)",2019-12-31,1,2,2019
2020-01-01,0.5296875,"Mbogiti(T)",2020-01-01,1,3,2020
2020-01-02,0.527333333333333,"Mbogiti(T)",2020-01-02,1,4,2020
2020-01-03,0.5198125,"Mbogiti(T)",2020-01-03,1,5,2020
2020-01-04,0.513416666666667,"Mbogiti(T)",2020-01-04,1,6,2020
2020-01-05,0.499104166666667,"Mbogiti(T)",2020-01-05,1,0,2020
2020-01-06,0.487291666666667,"Mbogiti(T)",2020-01-06,2,1,2020
2020-01-07,0.480416666666667,"Mbogiti(T)",2020-01-07,2,2,2020
2020-01-08,0.4734375,"Mbogiti(T)",2020-01-08,2,3,2020
2020-01-09,0.462520833333333,"Mbogiti(T)",2020-01-09,2,4,2020
2020-01-10,0.451875,"Mbogiti(T)",2020-01-10,2,5,2020
2020-01-11,0.43075,"Mbogiti(T)",2020-01-11,2,6,2020
2020-01-12,0.431854166666667,"Mbogiti(T)",2020-01-12,2,0,2020
2020-01-13,0.4551875,"Mbogiti(T)",2020-01-13,3,1,2020
2020-01-14,0.434895833333333,"Mbogiti(T)",2020-01-14,3,2,2020
2020-01-15,0.416484848484848,"Mbogiti(T)",2020-01-15,3,3,2020
